"tp","cl","ph","redox","leit","trueb","cl_2","fm","fm_2","event"
7,0.16,8.35,751,211,0.022,0.111,1680,828,0
7,0.16,8.36,752,211,0.023,0.111,1674,824,0
7,0.16,8.36,751,211,0.022,0.111,1656,821,0
7,0.16,8.35,751,211,0.023,0.111,1649,822,0
7,0.16,8.36,751,211,0.023,0.111,1640,826,0
7,0.17,8.36,752,211,0.022,0.111,1701,828,0
7,0.17,8.36,751,211,0.022,0.111,1597,821,0
7,0.17,8.36,751,211,0.022,0.111,1628,822,0
7,0.17,8.36,751,211,0.022,0.111,1613,829,0
7,0.17,8.36,751,211,0.023,0.111,1700,822,0
7,0.17,8.36,751,211,0.022,0.111,1599,832,0
7,0.17,8.36,752,211,0.022,0.111,1631,824,0
7,0.17,8.36,751,211,0.022,0.111,1611,829,0
7,0.17,8.36,751,211,0.022,0.111,1601,826,0
7,0.17,8.37,751,211,0.023,0.111,1621,824,0
7,0.17,8.36,751,211,0.022,0.111,1651,827,0
6.9,0.17,8.36,751,211,0.023,0.111,1659,826,0
7,0.17,8.37,751,211,0.022,0.111,1655,824,0
7,0.17,8.37,751,211,0.023,0.111,1650,820,0
7,0.17,8.36,752,211,0.022,0.111,1663,822,0
7,0.17,8.36,751,211,0.023,0.113,1609,829,0
7,0.17,8.36,751,211,0.022,0.111,1574,826,0
7,0.17,8.36,751,211,0.023,0.111,1644,826,0
7,0.17,8.35,751,211,0.023,0.111,1645,821,0
7,0.17,8.36,751,211,0.023,0.111,1660,817,0
6.9,0.17,8.35,751,211,0.023,0.111,1601,822,0
6.9,0.17,8.35,751,211,0.022,0.111,1630,824,0
6.9,0.17,8.35,752,211,0.023,0.111,1622,827,0
6.9,0.17,8.35,752,211,0.024,0.113,1627,828,0
6.9,0.17,8.34,752,211,0.023,0.111,1592,821,0
6.9,0.17,8.35,752,211,0.023,0.111,1607,826,0
6.9,0.16,8.34,751,211,0.023,0.111,1655,822,0
7,0.17,8.34,751,211,0.023,0.111,1611,822,0
7,0.17,8.34,753,211,0.023,0.111,1615,820,0
6.9,0.16,8.34,751,211,0.023,0.111,1605,820,0
6.9,0.16,8.34,752,211,0.022,0.111,1592,822,0
6.9,0.17,8.34,752,211,0.023,0.111,1633,840,0
6.9,0.17,8.34,752,211,0.023,0.111,1598,835,0
7,0.17,8.34,752,211,0.022,0.111,1634,839,0
6.9,0.17,8.34,751,211,0.021,0.111,1642,832,0
7,0.17,8.34,752,211,0.021,0.111,1630,832,0
7,0.17,8.34,752,211,0.022,0.111,1584,822,0
7,0.17,8.34,752,211,0.022,0.111,1578,827,0
7,0.17,8.34,753,211,0.023,0.111,1572,817,0
7,0.17,8.34,751,211,0.023,0.111,1650,824,0
7,0.17,8.34,753,211,0.022,0.111,1591,822,0
7,0.17,8.35,751,211,0.023,0.111,1613,820,0
7,0.17,8.35,751,211,0.023,0.111,1590,826,0
7,0.17,8.35,752,211,0.023,0.111,1593,829,0
7,0.17,8.35,751,211,0.023,0.111,1619,826,0
7,0.17,8.36,751,211,0.023,0.111,1633,821,0
7,0.17,8.36,751,211,0.023,0.111,1625,821,0
7,0.17,8.36,752,211,0.023,0.111,1578,821,0
7,0.17,8.36,751,211,0.023,0.111,1578,824,0
7,0.17,8.36,752,211,0.022,0.111,1605,828,0
7,0.17,8.37,751,211,0.021,0.111,1556,828,0
7,0.17,8.37,751,211,0.021,0.111,1601,827,0
7,0.17,8.37,751,211,0.021,0.111,1660,832,0
7,0.17,8.37,751,211,0.021,0.111,1655,822,0
7,0.17,8.37,751,211,0.021,0.111,1608,826,0
7,0.17,8.37,751,211,0.021,0.111,1596,822,0
7,0.17,8.37,751,211,0.021,0.111,1604,821,0
7,0.17,8.37,751,211,0.021,0.111,1697,822,0
7,0.17,8.37,751,211,0.021,0.109,1702,832,0
7,0.17,8.38,751,211,0.021,0.111,1665,833,0
7,0.17,8.38,751,211,0.021,0.111,1672,821,0
7,0.17,8.37,751,211,0.021,0.111,1685,824,0
7,0.17,8.37,751,211,0.021,0.111,1659,818,0
7,0.17,8.37,751,211,0.021,0.111,1778,822,0
7,0.17,8.37,751,211,0.021,0.111,1753,824,0
7,0.17,8.37,751,211,0.021,0.111,1719,822,0
7,0.17,8.37,751,211,0.021,0.111,1766,826,0
7,0.17,8.37,751,211,0.021,0.111,1702,822,0
7,0.16,8.37,751,211,0.021,0.111,1769,826,0
7,0.17,8.37,752,211,0.021,0.111,1663,829,0
7,0.17,8.37,751,211,0.021,0.111,1668,822,0
7,0.17,8.37,751,211,0.021,0.111,1709,826,0
7,0.17,8.37,752,211,0.021,0.113,1680,821,0
7,0.17,8.36,751,211,0.021,0.111,1684,818,0
7,0.17,8.36,751,211,0.021,0.111,1657,821,0
7,0.17,8.36,752,211,0.021,0.111,1702,820,0
7,0.17,8.36,751,211,0.021,0.111,1686,827,0
7,0.17,8.36,752,211,0.021,0.111,1662,826,0
7,0.17,8.36,752,211,0.02,0.111,1662,826,0
7,0.17,8.36,752,211,0.02,0.111,1674,828,0
7,0.17,8.36,752,211,0.02,0.113,1666,824,0
7,0.17,8.36,751,211,0.02,0.111,1648,827,0
7,0.17,8.35,751,211,0.021,0.111,1688,815,0
7,0.17,8.35,752,211,0.02,0.111,1625,822,0
7,0.17,8.35,752,211,0.02,0.111,1650,826,0
7,0.17,8.35,752,211,0.021,0.111,1643,827,0
7,0.17,8.35,752,211,0.046,0.113,1672,827,0
7,0.17,8.34,752,211,0.029,0.113,1643,818,0
7,0.17,8.34,752,211,0.021,0.113,1657,826,0
7,0.17,8.34,752,211,0.021,0.113,1673,824,0
7,0.17,8.34,753,211,0.021,0.111,1696,821,0
7,0.17,8.34,753,211,0.022,0.111,1702,820,0
7,0.17,8.34,752,211,0.021,0.111,1674,828,0
7,0.17,8.33,752,211,0.021,0.113,1703,821,0
7,0.17,8.33,752,211,0.021,0.113,1659,824,0
7,0.17,8.33,753,211,0.021,0.113,1719,824,0
7,0.17,8.32,753,211,0.021,0.113,1692,822,0
7,0.17,8.32,753,211,0.021,0.113,1626,824,0
7,0.17,8.32,753,211,0.021,0.113,1657,824,0
7,0.16,8.32,753,211,0.026,0.113,1701,827,0
7,0.17,8.32,752,211,0.026,0.113,1616,824,0
7,0.17,8.31,754,211,0.021,0.114,1662,826,0
7,0.17,8.31,753,211,0.021,0.114,1701,829,0
7,0.17,8.3,754,211,0.021,0.114,1665,822,0
7,0.17,8.3,753,211,0.021,0.111,1766,829,0
7,0.17,8.3,753,211,0.021,0.114,1689,827,0
7,0.17,8.3,753,211,0.021,0.114,1761,822,0
7,0.17,8.3,753,211,0.021,0.114,1776,827,0
7,0.17,8.3,754,211,0.021,0.114,1753,824,0
7,0.17,8.3,754,211,0.021,0.114,1734,817,0
7,0.17,8.3,753,211,0.021,0.114,1688,824,0
7,0.17,8.3,753,211,0.021,0.114,1725,826,0
7,0.17,8.3,754,211,0.021,0.114,1625,820,0
7,0.17,8.3,754,211,0.021,0.114,1671,821,0
7,0.17,8.31,754,211,0.022,0.114,1709,827,0
7,0.17,8.31,753,211,0.021,0.114,1672,820,0
7,0.17,8.31,754,211,0.023,0.114,1656,826,0
7,0.17,8.31,753,211,0.021,0.114,1599,828,0
7,0.17,8.32,754,211,0.022,0.114,1592,827,0
7,0.17,8.32,754,211,0.022,0.114,1619,827,0
7,0.17,8.32,753,211,0.022,0.114,1557,826,0
7,0.17,8.32,753,211,0.023,0.114,1550,824,0
7,0.17,8.32,753,211,0.022,0.114,1575,817,0
7,0.17,8.32,753,211,0.022,0.114,1592,822,0
7,0.17,8.33,752,211,0.021,0.113,1597,829,0
7,0.17,8.33,753,211,0.022,0.114,1584,826,0
7,0.17,8.33,753,211,0.022,0.113,1601,822,0
7,0.17,8.34,753,211,0.021,0.113,1582,828,0
7,0.17,8.33,753,211,0.022,0.113,1556,827,0
7,0.17,8.33,752,211,0.022,0.114,1601,829,0
7,0.17,8.33,752,211,0.022,0.114,1574,828,0
7,0.17,8.33,752,211,0.022,0.114,1563,826,0
7,0.17,8.34,753,211,0.021,0.111,1564,829,0
7,0.17,8.34,753,211,0.022,0.113,1603,834,0
7,0.17,8.33,753,211,0.022,0.114,1567,824,0
7,0.17,8.33,753,211,0.022,0.113,1585,822,0
7,0.17,8.33,753,211,0.022,0.111,1581,824,0
7,0.17,8.33,753,211,0.021,0.113,1593,818,0
7,0.17,8.33,753,211,0.024,0.113,1570,826,0
7,0.17,8.33,753,211,0.022,0.113,1564,827,0
7,0.17,8.33,753,211,0.021,0.114,1598,818,0
7,0.17,8.33,752,211,0.021,0.113,1584,826,0
7,0.17,8.33,753,211,0.023,0.114,1569,824,0
7,0.17,8.33,753,211,0.022,0.114,1603,827,0
7,0.17,8.33,753,211,0.022,0.114,1575,824,0
7,0.17,8.32,752,211,0.023,0.114,1567,827,0
7,0.17,8.33,753,211,0.022,0.114,1596,824,0
7,0.17,8.52733536034794,729.280805155332,211,0.0293949578743681,0.114,1585,822,1
7,0.17,8.52733536034794,728.280805155332,211,0.0293949578743681,0.114,1572,820,1
7,0.17,8.52733536034794,729.280805155332,211,0.0303949578743681,0.114,1601,822,1
7,0.18,8.52733536034794,730.280805155332,211,0.0293949578743681,0.114,1579,828,1
7,0.17,8.52733536034794,729.280805155332,211,0.0303949578743681,0.116,1631,826,1
7,0.17,8.52733536034794,729.280805155332,211,0.0293949578743681,0.114,1582,827,1
7,0.18,8.52733536034794,728.280805155332,211,0.0293949578743681,0.114,1572,824,1
7,0.17,8.52733536034794,728.280805155332,211,0.0293949578743681,0.114,1593,824,1
7,0.18,8.52733536034794,729.280805155332,211,0.0293949578743681,0.114,1603,824,1
7,0.17,8.52733536034794,728.280805155332,211,0.0293949578743681,0.114,1581,822,1
7,0.17,8.52733536034794,729.280805155332,211,0.0283949578743681,0.114,1576,827,1
7,0.17,8.52733536034794,729.280805155332,211,0.0283949578743681,0.114,1559,828,1
7,0.17,8.52733536034794,729.280805155332,211,0.0283949578743681,0.114,1569,821,1
7,0.17,8.53733536034794,729.280805155332,211,0.0283949578743681,0.114,1601,828,1
7,0.17,8.53733536034794,728.280805155332,211,0.0283949578743681,0.114,1546,828,1
7,0.17,8.53733536034794,729.280805155332,211,0.0283949578743681,0.114,1584,827,1
7,0.17,8.53733536034794,729.280805155332,211,0.0283949578743681,0.114,1593,826,1
7,0.17,8.53733536034794,729.280805155332,211,0.0283949578743681,0.114,1581,822,1
7,0.17,8.34,752,211,0.021,0.114,1621,818,0
7,0.17,8.35,752,211,0.021,0.114,1587,822,0
7,0.17,8.34,752,211,0.021,0.113,1547,821,0
7,0.17,8.35,752,211,0.021,0.114,1572,820,0
7,0.17,8.35,752,211,0.021,0.114,1586,821,0
7,0.17,8.35,753,211,0.021,0.114,1562,821,0
7,0.17,8.35,752,211,0.021,0.113,1603,820,0
7,0.17,8.35,752,211,0.021,0.114,1563,827,0
7,0.17,8.35,751,211,0.021,0.113,1575,820,0
7,0.17,8.35,752,211,0.021,0.113,1609,820,0
7,0.17,8.35,752,211,0.023,0.113,1572,818,0
7,0.17,8.36,752,211,0.021,0.114,1530,820,0
7,0.17,8.36,752,211,0.021,0.114,1567,821,0
7,0.17,8.36,752,211,0.021,0.114,1591,818,0
7,0.17,8.36,752,211,0.021,0.114,1540,817,0
7,0.17,8.36,752,211,0.021,0.111,1547,817,0
7,0.17,8.36,752,211,0.021,0.113,1545,824,0
7,0.17,8.36,752,211,0.021,0.114,1604,822,0
7,0.17,8.36,753,211,0.021,0.113,1576,824,0
7,0.17,8.37,752,211,0.021,0.114,1596,821,0
7,0.17,8.37,751,211,0.021,0.114,1575,828,0
7,0.17,8.37,753,211,0.021,0.113,1621,826,0
7,0.17,8.37,752,211,0.021,0.111,1642,826,0
7,0.17,8.37,751,211,0.021,0.113,1587,822,0
7,0.17,8.37,751,211,0.021,0.111,1619,821,0
7,0.18,8.38,751,211,0.021,0.111,1607,814,0
7,0.17,8.38,752,211,0.021,0.113,1732,820,0
7,0.17,8.38,752,211,0.021,0.113,1754,818,0
7,0.17,8.38,752,211,0.021,0.114,1724,818,0
7,0.17,8.38,751,211,0.023,0.114,1673,826,0
7,0.17,8.38,752,211,0.023,0.113,1657,824,0
7,0.17,8.38,752,211,0.021,0.113,1657,828,0
7,0.17,8.39,752,211,0.021,0.113,1709,822,0
7,0.17,8.38,752,211,0.021,0.111,1660,826,0
7,0.17,8.38,752,211,0.023,0.114,1636,822,0
7,0.17,8.39,752,211,0.021,0.113,1653,820,0
7,0.17,8.38,752,211,0.021,0.113,1622,821,0
7,0.17,8.39,751,211,0.023,0.113,1673,824,0
7,0.17,8.39,752,211,0.021,0.114,1636,821,0
7,0.17,8.38,752,211,0.021,0.113,1659,821,0
7,0.17,8.38,752,211,0.021,0.113,1640,826,0
7,0.17,8.38,751,211,0.021,0.113,1651,824,0
7,0.17,8.38,751,211,0.021,0.114,1667,821,0
7,0.17,8.38,753,211,0.021,0.114,1667,826,0
7,0.17,8.38,752,211,0.021,0.114,1694,827,0
7,0.17,8.37,752,211,0.021,0.114,1696,822,0
7,0.17,8.37,752,211,0.021,0.114,1666,824,0
7,0.17,8.37,752,211,0.021,0.114,1680,826,0
7,0.17,8.37,753,211,0.021,0.114,1649,822,0
7,0.17,8.37,752,211,0.021,0.114,1673,815,0
7,0.17,8.36,753,211,0.021,0.114,1636,826,0
7,0.17,8.36,753,211,0.022,0.114,1666,824,0
7,0.17,8.36,752,211,0.021,0.114,1715,821,0
7,0.17,8.36,753,211,0.021,0.116,1668,821,0
7,0.17,8.36,752,211,0.021,0.114,1674,829,0
7,0.17,8.36,753,211,0.021,0.114,1668,821,0
7,0.17,8.35,753,211,0.021,0.114,1655,822,0
7,0.17,8.35,753,211,0.021,0.114,1671,827,0
7,0.17,8.35,753,211,0.022,0.114,1666,820,0
7,0.17,8.35,753,211,0.022,0.114,1696,827,0
7,0.18,8.35,753,211,0.022,0.116,1682,828,0
7,0.18,8.35,753,211,0.021,0.114,1686,821,0
7,0.17,8.35,752,211,0.021,0.114,1702,820,0
7,0.17,8.35,753,211,0.021,0.114,1686,822,0
7,0.17,8.34,753,211,0.021,0.116,1702,814,0
7,0.17,8.35,753,211,0.021,0.116,1674,809,0
7,0.17,8.34,752,211,0.021,0.114,1648,818,0
7,0.17,8.34,753,211,0.021,0.116,1718,822,0
7,0.17,8.34,754,211,0.022,0.116,1634,822,0
7,0.17,8.34,753,211,0.021,0.116,1643,818,0
7,0.17,8.34,753,211,0.021,0.114,1662,814,0
7,0.17,8.34,753,211,0.021,0.116,1672,810,0
7,0.17,8.34,753,211,0.022,0.114,1656,815,0
7,0.17,8.34,754,211,0.021,0.116,1665,818,0
7,0.17,8.34,753,211,0.022,0.116,1671,815,0
7,0.17,8.34,753,211,0.022,0.114,1640,817,0
7,0.17,8.33,753,211,0.021,0.114,1667,817,0
7,0.17,8.34,753,211,0.023,0.114,1665,812,0
7,0.17,8.34,752,211,0.021,0.116,1689,812,0
7,0.17,8.34,753,211,0.021,0.116,1564,814,0
7,0.17,8.33,753,211,0.021,0.114,1625,811,0
7,0.17,8.34,753,211,0.02,0.114,1614,818,0
7,0.17,8.34,752,211,0.021,0.114,1578,815,0
7,0.17,8.34,753,211,0.021,0.116,1592,818,0
7,0.17,8.33,753,211,0.021,0.114,1603,815,0
7,0.17,8.34,752,207,0.021,0.114,1584,815,0
7,0.17,8.33,753,211,0.021,0.114,1576,814,0
7,0.17,8.33,754,211,0.021,0.114,1614,812,0
7,0.17,8.34,752,211,0.021,0.114,1592,814,0
7,0.17,8.34,753,211,0.021,0.116,1586,815,0
7,0.17,8.33,753,211,0.022,0.116,1582,817,0
6.9,0.18,8.33,753,207,0.021,0.114,1607,814,0
7,0.17,8.33,753,211,0.02,0.116,1631,811,0
6.9,0.18,8.33,753,207,0.021,0.116,1633,818,0
6.9,0.18,8.33,754,211,0.02,0.116,1630,814,0
6.9,0.17,8.33,753,207,0.021,0.116,1593,811,0
6.9,0.17,8.33,753,207,0.021,0.114,1601,812,0
6.9,0.17,8.33,754,211,0.021,0.114,1609,815,0
7,0.17,8.33,753,211,0.021,0.113,1601,812,0
6.9,0.17,8.33,753,207,0.021,0.116,1608,810,0
6.9,0.17,8.33,753,211,0.021,0.116,1590,810,0
6.9,0.17,8.33,754,207,0.021,0.116,1597,812,0
7,0.17,8.33,752,207,0.021,0.116,1582,810,0
7,0.17,8.33,754,207,0.023,0.116,1615,814,0
6.9,0.17,8.33,754,207,0.021,0.114,1581,812,0
6.9,0.17,8.33,753,211,0.021,0.116,1616,811,0
6.9,0.17,8.33,754,207,0.024,0.116,1636,810,0
6.9,0.17,8.33,754,211,0.021,0.114,1593,812,0
6.9,0.17,8.32,754,211,0.021,0.116,1601,812,0
6.9,0.17,8.32,754,207,0.022,0.114,1596,811,0
6.9,0.17,8.32,752,207,0.021,0.114,1645,812,0
6.9,0.17,8.32,753,207,0.021,0.114,1636,812,0
6.9,0.17,8.32,753,207,0.02,0.114,1703,814,0
7,0.17,8.32,753,211,0.021,0.114,1690,817,0
6.9,0.17,8.32,754,211,0.02,0.114,1634,814,0
6.9,0.17,8.32,754,211,0.02,0.114,1717,810,0
7,0.17,8.32,754,211,0.021,0.114,1701,812,0
6.9,0.17,8.32,753,211,0.021,0.114,1638,817,0
6.9,0.17,8.32,753,211,0.021,0.114,1645,820,0
6.9,0.17,8.32,754,210,0.02,0.114,1619,817,0
6.9,0.17,8.32,753,211,0.02,0.114,1665,828,0
6.9,0.17,8.32,753,207,0.02,0.114,1665,826,0
6.9,0.17,8.31,753,211,0.02,0.114,1621,832,0
6.9,0.17,8.31,753,211,0.02,0.114,1603,826,0
7,0.17,8.31,753,207,0.021,0.114,1674,821,0
6.9,0.17,8.31,752,211,0.022,0.114,1590,827,0
7,0.17,8.31,753,211,0.021,0.114,1659,814,0
6.9,0.17,8.31,753,211,0.021,0.116,1599,811,0
6.9,0.17,8.31,753,211,0.021,0.114,1636,820,0
6.9,0.17,8.31,754,211,0.022,0.114,1645,812,0
6.9,0.17,8.31,753,211,0.021,0.114,1627,812,0
7,0.17,8.31,753,211,0.021,0.116,1644,811,0
6.9,0.18,8.31,753,211,0.021,0.116,1631,815,0
6.9,0.17,8.31,753,211,0.021,0.114,1637,822,0
6.9,0.17,8.31,754,211,0.02,0.114,1619,820,0
6.9,0.17,8.3,752,211,0.021,0.114,1626,818,0
6.9,0.17,8.3,753,211,0.02,0.114,1603,821,0
6.9,0.17,8.3,754,211,0.02,0.114,1665,812,0
6.9,0.17,8.3,753,211,0.02,0.116,1616,809,0
7,0.17,8.3,754,211,0.021,0.116,1627,818,0
7,0.17,8.3,753,211,0.02,0.114,1642,812,0
7,0.17,8.3,753,211,0.02,0.114,1616,805,0
7,0.17,8.3,753,211,0.021,0.114,1642,810,0
7,0.17,8.3,754,211,0.021,0.114,1628,812,0
7,0.17,8.3,754,211,0.021,0.114,1550,814,0
7,0.17,8.3,753,211,0.022,0.114,1640,817,0
7,0.17,8.3,753,211,0.02,0.114,1650,812,0
7,0.17,8.3,754,211,0.02,0.114,1613,811,0
7,0.17,8.3,754,211,0.02,0.114,1603,809,0
7,0.17,8.3,754,211,0.02,0.114,1634,812,0
7,0.17,8.3,753,211,0.022,0.114,1640,812,0
7,0.17,8.3,754,211,0.023,0.114,1703,810,0
7,0.17,8.3,754,211,0.021,0.114,1642,815,0
7,0.17,8.3,753,211,0.021,0.114,1637,814,0
7,0.17,8.29,753,211,0.02,0.114,1626,815,0
7,0.16,8.3,753,211,0.021,0.114,1640,812,0
6.9,0.17,8.3,753,211,0.021,0.114,1656,815,0
7,0.17,8.3,754,211,0.02,0.114,1638,815,0
7,0.16,8.3,754,211,0.021,0.116,1613,811,0
7,0.16,8.3,753,211,0.021,0.114,1637,817,0
7,0.16,8.29,753,211,0.021,0.114,1625,818,0
7,0.17,8.3,753,211,0.021,0.114,1667,818,0
7,0.17,8.3,754,211,0.021,0.114,1621,810,0
7,0.17,8.3,753,211,0.021,0.114,1638,810,0
7,0.17,8.3,754,211,0.021,0.114,1679,811,0
7,0.17,8.3,753,211,0.021,0.114,1730,810,0
7,0.17,8.3,754,211,0.022,0.114,1686,809,0
7,0.17,8.3,753,211,0.021,0.114,1688,809,0
7,0.17,8.31,754,211,0.021,0.114,1686,806,0
7,0.17,8.3,754,211,0.021,0.116,1686,806,0
7,0.17,8.3,754,211,0.021,0.114,1688,804,0
7,0.17,8.3,753,211,0.021,0.116,1695,800,0
7,0.17,8.3,754,211,0.021,0.114,1673,800,0
7,0.17,8.3,754,211,0.021,0.116,1718,804,0
7,0.17,8.31,753,211,0.021,0.114,1688,803,0
6.9,0.17,8.31,754,211,0.021,0.114,1667,804,0
6.9,0.17,8.31,752,211,0.021,0.114,1692,800,0
7,0.17,8.31,753,211,0.021,0.116,1702,804,0
7,0.17,8.31,753,211,0.021,0.117,1651,804,0
7,0.17,8.31,753,211,0.021,0.114,1709,810,0
7,0.17,8.31,753,211,0.021,0.117,1711,805,0
6.9,0.17,8.31,753,211,0.021,0.116,1692,799,0
7,0.17,8.31,753,211,0.021,0.114,1790,800,0
7,0.17,8.31,753,211,0.021,0.116,1754,804,0
7,0.16,8.31,754,211,0.021,0.116,1765,810,0
7,0.16,8.31,753,211,0.021,0.116,1668,803,0
7,0.16,8.31,754,211,0.021,0.114,1734,814,0
7,0.16,8.31,754,211,0.021,0.114,1701,812,0
7,0.16,8.32,753,211,0.021,0.114,1706,810,0
7,0.16,8.31,753,211,0.021,0.114,1697,800,0
7,0.16,8.31,753,211,0.021,0.114,1688,804,0
7,0.16,8.31,753,211,0.021,0.114,1715,804,0
7,0.16,8.32,752,211,0.021,0.116,1715,810,0
7,0.16,8.32,753,211,0.022,0.114,1677,805,0
7,0.16,8.32,753,211,0.021,0.114,1674,805,0
6.9,0.17,8.32,754,207,0.022,0.114,1679,806,0
6.9,0.16,8.32,753,211,0.021,0.114,1729,812,0
7,0.16,8.32,753,207,0.021,0.114,1703,810,0
7,0.17,8.32,753,207,0.021,0.114,1673,805,0
7,0.17,8.32,754,207,0.021,0.114,1763,810,0
7,0.17,8.31,753,207,0.021,0.114,1702,809,0
7,0.17,8.32,754,207,0.021,0.114,1712,805,0
7,0.17,8.32,753,207,0.022,0.114,1700,809,0
7,0.17,8.32,753,207,0.021,0.114,1694,812,0
7,0.17,8.32,754,207,0.021,0.114,1638,810,0
6.9,0.17,8.31,753,207,0.021,0.114,1723,805,0
6.9,0.17,8.31,753,207,0.021,0.114,1782,797,0
7,0.17,8.31,753,207,0.021,0.114,1692,800,0
7,0.17,8.31,753,207,0.021,0.114,1760,805,0
7,0.17,8.31,754,207,0.025,0.114,1718,795,0
7,0.17,8.31,752,207,0.021,0.114,1746,803,0
7,0.16,8.32,753,207,0.021,0.114,1686,805,0
7,0.17,8.31,753,207,0.021,0.114,1714,804,0
7,0.17,8.31,754,207,0.021,0.114,1723,800,0
7,0.17,8.31,751,207,0.021,0.114,1718,803,0
7,0.17,8.32,754,211,0.021,0.114,1740,804,0
7,0.17,8.31,752,207,0.023,0.114,1626,806,0
7,0.16,8.32,752,211,0.021,0.114,1627,809,0
7,0.16,8.32,754,207,0.021,0.113,1663,812,0
7,0.16,8.32,753,211,0.021,0.113,1586,809,0
7,0.16,8.32,752,211,0.021,0.114,1642,803,0
7,0.16,8.32,753,211,0.028,0.114,1649,812,0
7,0.17,8.32,753,211,0.021,0.113,1630,805,0
7,0.17,8.32,753,211,0.021,0.114,1673,810,0
7,0.17,8.32,752,211,0.021,0.111,1638,804,0
7,0.17,8.32,751,211,0.022,0.111,1619,800,0
7,0.16,8.33,752,207,0.021,0.113,1613,798,0
7,0.16,8.33,751,211,0.022,0.111,1660,798,0
7,0.16,8.34,752,207,0.022,0.111,1650,799,0
7,0.17,8.34,752,211,0.022,0.111,1651,803,0
7,0.16,8.34,752,207,0.022,0.111,1688,804,0
7,0.16,8.34,752,207,0.022,0.111,1644,803,0
7,0.17,8.35,752,207,0.021,0.111,1663,806,0
7,0.16,8.35,751,207,0.021,0.111,1688,798,0
7,0.16,8.36,751,207,0.021,0.111,1659,804,0
7,0.16,8.36,751,207,0.021,0.111,1644,800,0
7,0.16,8.36,751,207,0.021,0.111,1627,806,0
7,0.16,8.36,751,207,0.021,0.111,1627,806,0
7,0.17,8.36,752,211,0.021,0.111,1665,806,0
7,0.17,8.37,752,207,0.021,0.111,1659,810,0
7,0.17,8.37,752,207,0.021,0.111,1633,804,0
7,0.17,8.37,752,211,0.021,0.111,1613,806,0
7,0.17,8.37,752,211,0.022,0.111,1627,805,0
7,0.17,8.37,751,211,0.021,0.111,1581,806,0
7,0.17,8.37,751,211,0.022,0.111,1586,806,0
7,0.17,8.37,751,211,0.023,0.11,1614,805,0
7,0.17,8.37,751,211,0.023,0.111,1609,806,0
7,0.17,8.37,752,211,0.021,0.111,1627,804,0
7,0.17,8.37,751,211,0.021,0.111,1637,805,0
7,0.17,8.37,752,211,0.022,0.111,1648,806,0
7,0.17,8.37,751,211,0.022,0.111,1626,805,0
7,0.17,8.37,752,211,0.021,0.111,1638,805,0
7,0.17,8.37,751,211,0.021,0.111,1604,800,0
7,0.17,8.37,751,211,0.021,0.111,1662,800,0
7,0.17,8.37,751,211,0.021,0.113,1633,799,0
7,0.17,8.37,751,211,0.022,0.111,1578,809,0
7,0.17,8.37,752,211,0.022,0.111,1613,805,0
7,0.17,8.37,752,211,0.024,0.111,1778,803,0
7,0.17,8.37,751,211,0.022,0.111,1721,814,0
7,0.17,8.37,751,211,0.022,0.111,1723,805,0
7,0.17,8.38,751,211,0.021,0.111,1535,803,0
7,0.17,8.37,751,211,0.022,0.111,1626,803,0
7,0.16,8.37,751,211,0.022,0.111,1627,806,0
7,0.16,8.37,751,211,0.026,0.111,1611,810,0
7,0.16,8.37,752,211,0.024,0.111,1598,809,0
7,0.16,8.37,751,211,0.021,0.111,1628,806,0
7,0.16,8.37,751,211,0.021,0.111,1591,809,0
7,0.17,8.37,752,211,0.025,0.111,1644,806,0
7,0.17,8.37,752,211,0.021,0.111,1561,800,0
7,0.17,8.37,752,211,0.021,0.111,1703,804,0
7,0.17,8.37,752,211,0.022,0.111,1557,806,0
7,0.17,8.37,751,211,0.024,0.111,1615,804,0
7,0.17,8.37,751,211,0.021,0.111,1569,803,0
7,0.17,8.37,751,211,0.022,0.111,1667,803,0
7,0.17,8.37,752,211,0.022,0.111,1541,795,0
7,0.17,8.36,752,211,0.022,0.111,1608,804,0
7,0.17,8.36,752,211,0.023,0.11,1603,804,0
7,0.17,8.36,751,211,0.022,0.111,1613,809,0
7,0.17,8.37,751,211,0.021,0.111,1702,810,0
7,0.17,8.36,751,211,0.022,0.11,1556,810,0
7,0.17,8.37,751,211,0.022,0.111,1598,805,0
7,0.17,8.36,752,211,0.025,0.111,1578,803,0
7,0.17,8.36,751,211,0.021,0.111,1599,804,0
7,0.17,8.36,751,211,0.021,0.111,1584,806,0
7,0.17,8.36,752,211,0.021,0.111,1604,800,0
7,0.17,8.36,752,211,0.021,0.111,1572,812,0
7,0.17,8.36,751,211,0.022,0.111,1582,805,0
7,0.17,8.36,751,211,0.027,0.111,1590,809,0
7,0.17,8.35,751,211,0.023,0.111,1633,800,0
7,0.17,8.35,752,211,0.021,0.111,1579,797,0
7,0.17,8.35,752,211,0.021,0.111,1643,804,0
7,0.17,8.36,751,211,0.021,0.11,1633,805,0
7,0.17,8.35,752,211,0.021,0.111,1587,806,0
7,0.17,8.34,751,211,0.021,0.111,1584,805,0
7,0.17,8.34,752,211,0.022,0.111,1672,804,0
7,0.17,8.34,752,211,0.022,0.111,1599,799,0
7,0.17,8.34,752,211,0.021,0.111,1634,803,0
7,0.17,8.33,752,211,0.021,0.111,1582,809,0
