"","Time","Tp","Cl","pH","Redox","Leit","Trueb","Cl_2","Fm","Fm_2","EVENT"
"17028",2016-08-15 02:36:00,6.8,0.16,8.3,753,210,0.024,0.108,1608,939,FALSE
"17029",2016-08-15 02:37:00,6.8,0.16,8.3,754,210,0.028,0.108,1488,930,FALSE
"17030",2016-08-15 02:38:00,6.8,0.16,8.3,753,210,0.023,0.108,1572,934,FALSE
"17031",2016-08-15 02:39:00,6.8,0.16,8.3,752,210,0.023,0.109,1538,937,FALSE
"17032",2016-08-15 02:40:00,6.8,0.16,8.3,753,210,0.023,0.108,1515,939,FALSE
"17033",2016-08-15 02:41:00,6.8,0.16,8.3,752,210,0.023,0.109,1516,931,FALSE
"17034",2016-08-15 02:42:00,6.8,0.17,8.3,754,210,0.022,0.109,1575,950,FALSE
"17035",2016-08-15 02:43:00,6.8,0.17,8.31,752,210,0.023,0.11,1523,953,FALSE
"17036",2016-08-15 02:44:00,6.8,0.17,8.31,754,210,0.022,0.11,1533,954,FALSE
"17037",2016-08-15 02:45:00,6.8,0.17,8.31,754,210,0.023,0.11,1530,944,FALSE
"17038",2016-08-15 02:46:00,6.8,0.17,8.31,753,210,0.022,0.11,1527,942,FALSE
"17039",2016-08-15 02:47:00,6.8,0.17,8.3,753,210,0.023,0.109,1556,936,FALSE
"17040",2016-08-15 02:48:00,6.8,0.17,8.31,754,210,0.023,0.11,1553,939,FALSE
"17041",2016-08-15 02:49:00,6.8,0.17,8.32,753,210,0.022,0.11,1489,943,FALSE
"17042",2016-08-15 02:50:00,6.8,0.17,8.31,754,210,0.023,0.11,1523,939,FALSE
"17043",2016-08-15 02:51:00,6.8,0.17,8.31,754,210,0.025,0.11,1505,932,FALSE
"17044",2016-08-15 02:52:00,6.8,0.17,8.31,753,210,0.021,0.11,1506,931,FALSE
"17045",2016-08-15 02:53:00,6.8,0.17,8.3,754,210,0.022,0.111,1538,934,FALSE
"17046",2016-08-15 02:54:00,6.8,0.17,8.3,754,210,0.022,0.113,1517,936,FALSE
"17047",2016-08-15 02:55:00,6.9,0.17,8.3,753,210,0.022,0.114,1570,936,FALSE
"17048",2016-08-15 02:56:00,6.9,0.17,8.3,754,210,0.023,0.113,1616,936,FALSE
"17049",2016-08-15 02:57:00,6.9,0.17,8.3,754,210,0.022,0.111,1607,944,FALSE
"17050",2016-08-15 02:58:00,6.9,0.17,8.3,754,210,0.022,0.111,1614,943,FALSE
"17051",2016-08-15 02:59:00,6.9,0.17,8.3,754,210,0.023,0.11,1626,944,FALSE
"17052",2016-08-15 03:00:00,6.9,0.17,8.3,753,210,0.023,0.111,1637,936,FALSE
"17053",2016-08-15 03:01:00,6.9,0.16,8.3,754,210,0.023,0.111,1546,932,FALSE
"17054",2016-08-15 03:02:00,6.9,0.16,8.3,754,210,0.024,0.113,1568,937,FALSE
"17055",2016-08-15 03:03:00,6.9,0.16,8.3,754,210,0.023,0.113,1563,934,FALSE
"17056",2016-08-15 03:04:00,6.9,0.16,8.3,754,210,0.023,0.114,1528,934,FALSE
"17057",2016-08-15 03:05:00,6.9,0.16,8.3,754,210,0.022,0.114,1526,936,FALSE
"17058",2016-08-15 03:06:00,6.9,0.16,8.3,754,210,0.023,0.111,1501,942,FALSE
"17059",2016-08-15 03:07:00,6.9,0.16,8.3,754,210,0.023,0.111,1543,944,FALSE
"17060",2016-08-15 03:08:00,6.9,0.16,8.3,754,210,0.023,0.113,1511,937,FALSE
"17061",2016-08-15 03:09:00,6.9,0.16,8.3,754,210,0.022,0.113,1517,937,FALSE
"17062",2016-08-15 03:10:00,6.9,0.16,8.3,754,210,0.023,0.113,1527,936,FALSE
"17063",2016-08-15 03:11:00,6.9,0.16,8.3,753,210,0.022,0.113,1550,937,FALSE
"17064",2016-08-15 03:12:00,6.9,0.16,8.3,754,210,0.022,0.111,1512,932,FALSE
"17065",2016-08-15 03:13:00,7,0.16,8.3,754,210,0.023,0.111,1547,932,FALSE
"17066",2016-08-15 03:14:00,6.9,0.16,8.3,753,210,0.029,0.113,1518,932,FALSE
"17067",2016-08-15 03:15:00,6.9,0.16,8.3,753,210,0.025,0.114,1505,936,FALSE
"17068",2016-08-15 03:16:00,7,0.16,8.31,754,210,0.028,0.113,1530,936,FALSE
"17069",2016-08-15 03:17:00,6.9,0.16,8.31,754,210,0.023,0.114,1498,939,FALSE
"17070",2016-08-15 03:18:00,7,0.16,8.31,754,210,0.023,0.114,1653,934,FALSE
"17071",2016-08-15 03:19:00,6.9,0.16,8.31,754,210,0.023,0.113,1582,932,FALSE
"17072",2016-08-15 03:20:00,6.9,0.16,8.32,754,210,0.023,0.114,1619,938,FALSE
"17073",2016-08-15 03:21:00,6.9,0.16,8.32,754,210,0.023,0.113,1621,936,FALSE
"17074",2016-08-15 03:22:00,6.9,0.16,8.32,754,210,0.023,0.113,1545,943,FALSE
"17075",2016-08-15 03:23:00,7,0.16,8.33,752,210,0.023,0.113,1510,943,FALSE
"17076",2016-08-15 03:24:00,6.9,0.16,8.33,754,210,0.023,0.114,1538,938,FALSE
"17077",2016-08-15 03:25:00,6.9,0.16,8.33,754,210,0.023,0.113,1524,892,FALSE
"17078",2016-08-15 03:26:00,6.9,0.16,8.33,754,210,0.023,0.113,1518,880,FALSE
"17079",2016-08-15 03:27:00,6.9,0.16,8.34,754,210,0.023,0.113,1501,820,FALSE
"17080",2016-08-15 03:28:00,6.9,0.16,8.34,753,210,0.024,0.113,1518,806,FALSE
"17081",2016-08-15 03:29:00,6.9,0.16,8.34,754,210,0.023,0.114,1501,804,FALSE
"17082",2016-08-15 03:30:00,6.9,0.16,8.34,753,210,0.027,0.113,1487,803,FALSE
"17083",2016-08-15 03:31:00,6.9,0.16,8.35,753,210,0.023,0.113,1539,804,FALSE
"17084",2016-08-15 03:32:00,6.9,0.16,8.34,753,210,0.023,0.111,1511,804,FALSE
"17085",2016-08-15 03:33:00,6.9,0.16,8.35,753,210,0.023,0.111,1501,798,FALSE
"17086",2016-08-15 03:34:00,6.9,0.16,8.35,753,210,0.022,0.111,1488,792,FALSE
"17087",2016-08-15 03:35:00,6.9,0.16,8.35,753,210,0.022,0.111,1532,804,FALSE
"17088",2016-08-15 03:36:00,6.9,0.16,8.35,752,210,0.022,0.111,1527,799,FALSE
"17089",2016-08-15 03:37:00,6.9,0.16,8.35,753,210,0.022,0.11,1535,809,FALSE
"17090",2016-08-15 03:38:00,6.9,0.16,8.35,752,210,0.022,0.113,1516,809,FALSE
"17091",2016-08-15 03:39:00,6.9,0.16,8.35,752,210,0.023,0.111,1516,803,FALSE
"17092",2016-08-15 03:40:00,6.9,0.16,8.35,752,210,0.022,0.11,1500,806,FALSE
"17093",2016-08-15 03:41:00,6.9,0.16,8.34,753,210,0.022,0.111,1511,804,FALSE
"17094",2016-08-15 03:42:00,6.9,0.16,8.34,753,211,0.022,0.11,1526,810,FALSE
"17095",2016-08-15 03:43:00,6.9,0.16,8.34,753,210,0.022,0.111,1518,805,FALSE
"17096",2016-08-15 03:44:00,6.9,0.16,8.34,753,210,0.022,0.11,1539,806,FALSE
"17097",2016-08-15 03:45:00,6.9,0.16,8.34,753,211,0.021,0.111,1553,810,FALSE
"17098",2016-08-15 03:46:00,6.9,0.16,8.34,753,211,0.022,0.111,1516,804,FALSE
"17099",2016-08-15 03:47:00,6.9,0.16,8.34,753,211,0.022,0.11,1546,810,FALSE
"17100",2016-08-15 03:48:00,6.9,0.16,8.33,752,210,0.022,0.11,1556,800,FALSE
"17101",2016-08-15 03:49:00,6.9,0.16,8.33,753,211,0.023,0.11,1511,804,FALSE
"17102",2016-08-15 03:50:00,6.9,0.16,8.33,753,210,0.021,0.111,1541,799,FALSE
"17103",2016-08-15 03:51:00,6.9,0.16,8.33,752,210,0.022,0.11,1503,798,FALSE
"17104",2016-08-15 03:52:00,6.9,0.16,8.33,752,211,0.022,0.11,1557,804,FALSE
"17105",2016-08-15 03:53:00,6.9,0.16,8.33,753,210,0.022,0.11,1541,803,FALSE
"17106",2016-08-15 03:54:00,6.9,0.16,8.33,752,211,0.022,0.11,1553,805,FALSE
"17107",2016-08-15 03:55:00,6.9,0.16,8.33,753,211,0.032,0.111,1501,804,FALSE
"17108",2016-08-15 03:56:00,6.9,0.16,8.33,753,211,0.021,0.11,1526,804,FALSE
"17109",2016-08-15 03:57:00,6.9,0.17,8.32,753,211,0.021,0.11,1510,792,FALSE
"17110",2016-08-15 03:58:00,6.9,0.17,8.33,752,211,0.021,0.11,1503,799,FALSE
"17111",2016-08-15 03:59:00,6.9,0.17,8.32,753,210,0.022,0.11,1489,806,FALSE
"17112",2016-08-15 04:00:00,6.9,0.17,8.32,753,211,0.023,0.11,1633,811,FALSE
"17113",2016-08-15 04:01:00,6.9,0.17,8.32,752,211,0.021,0.11,1637,804,FALSE
"17114",2016-08-15 04:02:00,6.9,0.17,8.32,753,211,0.022,0.11,1649,810,FALSE
"17115",2016-08-15 04:03:00,6.9,0.17,8.32,752,210,0.022,0.11,1615,806,FALSE
"17116",2016-08-15 04:04:00,6.9,0.17,8.32,753,211,0.021,0.11,1547,798,FALSE
"17117",2016-08-15 04:05:00,6.9,0.17,8.32,753,211,0.021,0.11,1539,803,FALSE
"17118",2016-08-15 04:06:00,6.9,0.17,8.31,753,211,0.021,0.11,1535,805,FALSE
"17119",2016-08-15 04:07:00,6.9,0.17,8.31,753,211,0.021,0.111,1524,804,FALSE
"17120",2016-08-15 04:08:00,6.9,0.17,8.32,753,211,0.021,0.11,1526,800,FALSE
"17121",2016-08-15 04:09:00,6.9,0.17,8.31,752,211,0.021,0.111,1516,804,FALSE
"17122",2016-08-15 04:10:00,6.9,0.17,8.31,753,211,0.021,0.11,1526,803,FALSE
"17123",2016-08-15 04:11:00,6.9,0.17,8.3,753,211,0.022,0.111,1511,803,FALSE
"17124",2016-08-15 04:12:00,6.9,0.17,8.3,752,211,0.022,0.11,1557,799,FALSE
"17125",2016-08-15 04:13:00,6.9,0.17,8.3,752,211,0.023,0.11,1543,800,FALSE
"17126",2016-08-15 04:14:00,6.9,0.17,8.31,753,211,0.023,0.11,1564,805,FALSE
"17127",2016-08-15 04:15:00,6.9,0.17,8.3,753,211,0.023,0.11,1523,800,FALSE
"17128",2016-08-15 04:16:00,6.9,0.16,8.3,752,211,0.024,0.11,1532,800,FALSE
"17129",2016-08-15 04:17:00,6.9,0.16,8.31,753,211,0.023,0.11,1503,800,FALSE
"17130",2016-08-15 04:18:00,6.9,0.16,8.31,752,211,0.023,0.109,1543,809,FALSE
"17131",2016-08-15 04:19:00,6.9,0.16,8.3,752,211,0.023,0.11,1564,806,FALSE
"17132",2016-08-15 04:20:00,6.8,0.16,8.31,753,211,0.023,0.11,1541,809,FALSE
"17133",2016-08-15 04:21:00,6.9,0.16,8.31,752,211,0.023,0.109,1510,806,FALSE
"17134",2016-08-15 04:22:00,6.9,0.16,8.31,751,211,0.023,0.11,1559,810,FALSE
"17135",2016-08-15 04:23:00,6.9,0.16,8.31,753,211,0.023,0.11,1480,800,FALSE
"17136",2016-08-15 04:24:00,6.9,0.16,8.32,752,211,0.023,0.11,1541,803,FALSE
"17137",2016-08-15 04:25:00,6.9,0.16,8.32,752,211,0.023,0.108,1562,805,FALSE
"17138",2016-08-15 04:26:00,6.8,0.16,8.33,751,211,0.023,0.108,1538,804,FALSE
"17139",2016-08-15 04:27:00,6.9,0.16,8.32,752,211,0.023,0.109,1543,805,FALSE
"17140",2016-08-15 04:28:00,6.9,0.16,8.33,751,211,0.023,0.109,1524,805,FALSE
"17141",2016-08-15 04:29:00,6.9,0.16,8.32,752,211,0.023,0.109,1546,805,FALSE
"17142",2016-08-15 04:30:00,6.9,0.16,8.33,752,211,0.023,0.109,1530,803,FALSE
"17143",2016-08-15 04:31:00,6.9,0.16,8.33,752,211,0.023,0.109,1552,809,FALSE
"17144",2016-08-15 04:32:00,6.8,0.16,8.33,751,211,0.023,0.108,1526,805,FALSE
"17145",2016-08-15 04:33:00,6.8,0.16,8.34,752,211,0.027,0.109,1530,803,FALSE
"17146",2016-08-15 04:34:00,6.8,0.16,8.34,752,211,0.023,0.109,1497,803,FALSE
"17147",2016-08-15 04:35:00,6.8,0.16,8.33,752,211,0.023,0.106,1549,809,FALSE
"17148",2016-08-15 04:36:00,6.8,0.16,8.33,751,211,0.023,0.11,1564,803,FALSE
"17149",2016-08-15 04:37:00,6.8,0.16,8.33,751,211,0.023,0.108,1543,809,FALSE
"17150",2016-08-15 04:38:00,6.8,0.16,8.34,751,211,0.023,0.109,1540,809,FALSE
"17151",2016-08-15 04:39:00,6.8,0.17,8.34,751,211,0.023,0.108,1601,797,FALSE
"17152",2016-08-15 04:40:00,6.8,0.16,8.34,751,211,0.023,0.108,1550,809,FALSE
"17153",2016-08-15 04:41:00,6.9,0.17,8.34,751,211,0.023,0.109,1545,810,FALSE
"17154",2016-08-15 04:42:00,6.9,0.17,8.34,751,211,0.023,0.109,1516,810,FALSE
"17155",2016-08-15 04:43:00,6.8,0.17,8.34,752,211,0.023,0.108,1559,812,FALSE
"17156",2016-08-15 04:44:00,6.8,0.17,8.34,751,211,0.023,0.108,1567,806,FALSE
"17157",2016-08-15 04:45:00,6.9,0.16,8.34,751,211,0.023,0.109,1556,809,FALSE
"17158",2016-08-15 04:46:00,6.9,0.16,8.34,752,211,0.024,0.109,1561,805,FALSE
"17159",2016-08-15 04:47:00,6.9,0.16,8.34,751,211,0.026,0.109,1505,810,FALSE
"17160",2016-08-15 04:48:00,6.8,0.16,8.34,752,211,0.023,0.109,1540,806,FALSE
"17161",2016-08-15 04:49:00,6.9,0.16,8.34,751,211,0.023,0.109,1533,800,FALSE
"17162",2016-08-15 04:50:00,6.9,0.16,8.34,751,211,0.023,0.109,1575,805,FALSE
"17163",2016-08-15 04:51:00,6.9,0.16,8.35,751,211,0.023,0.109,1561,805,FALSE
"17164",2016-08-15 04:52:00,6.9,0.16,8.35,751,211,0.023,0.109,1527,799,FALSE
"17165",2016-08-15 04:53:00,6.9,0.16,8.36,751,211,0.023,0.108,1540,810,FALSE
"17166",2016-08-15 04:54:00,6.9,0.16,8.37,751,211,0.023,0.109,1541,800,FALSE
"17167",2016-08-15 04:55:00,6.9,0.16,8.37,751,211,0.024,0.109,1535,806,FALSE
"17168",2016-08-15 04:56:00,6.9,0.16,8.38,750,211,0.023,0.11,1570,805,FALSE
"17169",2016-08-15 04:57:00,6.9,0.16,8.39,749,211,0.023,0.109,1569,804,FALSE
"17170",2016-08-15 04:58:00,6.9,0.16,8.39,750,211,0.023,0.11,1564,809,FALSE
"17171",2016-08-15 04:59:00,6.9,0.16,8.39,749,211,0.023,0.111,1584,803,FALSE
"17172",2016-08-15 05:00:00,6.9,0.16,8.39,749,211,0.022,0.109,1534,800,FALSE
"17173",2016-08-15 05:01:00,6.9,0.16,8.39,749,211,0.023,0.109,1532,804,FALSE
"17174",2016-08-15 05:02:00,6.9,0.16,8.39,750,211,0.023,0.109,1593,804,FALSE
"17175",2016-08-15 05:03:00,6.9,0.16,8.39,751,211,0.023,0.111,1592,800,FALSE
"17176",2016-08-15 05:04:00,6.9,0.16,8.39,750,211,0.023,0.109,1555,804,FALSE
"17177",2016-08-15 05:05:00,6.9,0.16,8.39,750,211,0.022,0.109,1538,810,FALSE
"17178",2016-08-15 05:06:00,6.9,0.16,8.39,751,211,0.023,0.111,1550,804,FALSE
"17179",2016-08-15 05:07:00,6.9,0.16,8.39,750,211,0.023,0.111,1599,800,FALSE
"17180",2016-08-15 05:08:00,6.9,0.16,8.39,751,211,0.023,0.111,1555,804,FALSE
"17181",2016-08-15 05:09:00,6.9,0.16,8.39,751,211,0.022,0.111,1568,805,FALSE
"17182",2016-08-15 05:10:00,6.9,0.15,8.38,751,211,0.023,0.111,1535,799,FALSE
"17183",2016-08-15 05:11:00,6.9,0.15,8.38,751,211,0.022,0.111,1476,795,FALSE
"17184",2016-08-15 05:12:00,6.9,0.16,8.38,751,211,0.022,0.111,1576,817,FALSE
"17185",2016-08-15 05:13:00,6.9,0.16,8.38,751,211,0.022,0.111,1505,818,FALSE
"17186",2016-08-15 05:14:00,6.9,0.16,8.38,751,211,0.024,0.111,1511,815,FALSE
"17187",2016-08-15 05:15:00,6.9,0.16,8.38,751,211,0.022,0.111,1549,809,FALSE
"17188",2016-08-15 05:16:00,6.9,0.16,8.38,751,211,0.022,0.111,1619,803,FALSE
"17189",2016-08-15 05:17:00,6.9,0.16,8.38,751,211,0.023,0.111,1645,809,FALSE
"17190",2016-08-15 05:18:00,6.9,0.16,8.38,751,211,0.022,0.111,1667,805,FALSE
"17191",2016-08-15 05:19:00,6.9,0.16,8.38,751,211,0.023,0.111,1611,809,FALSE
"17192",2016-08-15 05:20:00,6.9,0.16,8.38,751,211,0.023,0.113,1584,800,FALSE
"17193",2016-08-15 05:21:00,6.9,0.16,8.37,751,211,0.022,0.111,1523,804,FALSE
"17194",2016-08-15 05:22:00,6.9,0.16,8.37,751,211,0.022,0.111,1563,811,FALSE
"17195",2016-08-15 05:23:00,6.9,0.16,8.37,751,211,0.022,0.113,1500,800,FALSE
"17196",2016-08-15 05:24:00,6.9,0.16,8.37,751,211,0.022,0.111,1518,804,FALSE
"17197",2016-08-15 05:25:00,6.9,0.16,8.37,751,211,0.023,0.111,1528,800,FALSE
"17198",2016-08-15 05:26:00,6.9,0.16,8.37,751,211,0.021,0.113,1547,806,FALSE
"17199",2016-08-15 05:27:00,6.9,0.16,8.37,751,211,0.021,0.113,1572,805,FALSE
"17200",2016-08-15 05:28:00,6.9,0.16,8.36,751,211,0.022,0.113,1527,795,FALSE
"17201",2016-08-15 05:29:00,6.9,0.16,8.36,751,214,0.021,0.111,1524,803,FALSE
"17202",2016-08-15 05:30:00,6.9,0.16,8.36,751,211,0.021,0.113,1538,800,FALSE
"17203",2016-08-15 05:31:00,6.9,0.16,8.36,751,211,0.021,0.111,1541,798,FALSE
"17204",2016-08-15 05:32:00,6.9,0.16,8.36,751,211,0.023,0.113,1516,805,FALSE
"17205",2016-08-15 05:33:00,6.9,0.16,8.36,751,211,0.024,0.113,1527,800,FALSE
"17206",2016-08-15 05:34:00,6.9,0.16,8.36,751,211,0.022,0.111,1524,806,FALSE
"17207",2016-08-15 05:35:00,6.9,0.16,8.36,751,211,0.021,0.113,1533,804,FALSE
"17208",2016-08-15 05:36:00,6.9,0.16,8.36,751,211,0.022,0.113,1546,798,FALSE
"17209",2016-08-15 05:37:00,6.9,0.16,8.36,751,214,0.022,0.111,1550,800,FALSE
"17210",2016-08-15 05:38:00,6.9,0.16,8.36,751,211,0.022,0.111,1543,804,FALSE
"17211",2016-08-15 05:39:00,6.9,0.16,8.35,751,211,0.022,0.111,1592,798,FALSE
"17212",2016-08-15 05:40:00,6.9,0.16,8.35,751,211,0.023,0.114,1590,799,FALSE
"17213",2016-08-15 05:41:00,6.9,0.16,8.35,751,211,0.022,0.111,1611,797,FALSE
"17214",2016-08-15 05:42:00,6.9,0.16,8.35,752,211,0.022,0.111,1622,797,FALSE
"17215",2016-08-15 05:43:00,6.9,0.16,8.35,751,214,0.022,0.111,1586,800,FALSE
"17216",2016-08-15 05:44:00,6.9,0.16,8.35,751,214,0.023,0.111,1626,803,FALSE
"17217",2016-08-15 05:45:00,6.9,0.16,8.35,752,214,0.022,0.111,1667,803,FALSE
"17218",2016-08-15 05:46:00,6.9,0.16,8.35,751,214,0.022,0.111,1648,809,FALSE
"17219",2016-08-15 05:47:00,6.9,0.16,8.34,752,211,0.022,0.113,1660,815,FALSE
"17220",2016-08-15 05:48:00,6.9,0.15,8.34,751,211,0.022,0.111,1649,810,FALSE
"17221",2016-08-15 05:49:00,6.9,0.16,8.34,752,214,0.022,0.111,1608,805,FALSE
"17222",2016-08-15 05:50:00,6.9,0.16,8.34,751,214,0.028,0.111,1655,800,FALSE
"17223",2016-08-15 05:51:00,6.9,0.15,8.34,752,214,0.022,0.113,1613,804,FALSE
"17224",2016-08-15 05:52:00,6.9,0.16,8.34,752,214,0.022,0.111,1763,809,FALSE
"17225",2016-08-15 05:53:00,6.9,0.16,8.34,751,214,0.022,0.113,1725,811,FALSE
"17226",2016-08-15 05:54:00,6.9,0.16,8.34,752,211,0.022,0.111,1717,809,FALSE
"17227",2016-08-15 05:55:00,6.9,0.16,8.34,752,214,0.022,0.111,1706,806,FALSE
"17228",2016-08-15 05:56:00,6.9,0.16,8.34,752,214,0.022,0.113,1679,811,FALSE
"17229",2016-08-15 05:57:00,6.9,0.16,8.34,752,214,0.023,0.111,1621,809,FALSE
"17230",2016-08-15 05:58:00,6.9,0.16,8.34,751,214,0.024,0.111,1642,814,FALSE
"17231",2016-08-15 05:59:00,6.9,0.16,8.34,752,214,0.023,0.111,1620,811,FALSE
"17232",2016-08-15 06:00:00,6.9,0.16,8.34,751,214,0.023,0.113,1672,811,FALSE
"17233",2016-08-15 06:01:00,6.9,0.16,8.34,751,214,0.023,0.113,1622,805,FALSE
"17234",2016-08-15 06:02:00,6.9,0.16,8.34,752,214,0.023,0.113,1631,810,FALSE
"17235",2016-08-15 06:03:00,6.9,0.16,8.34,752,214,0.023,0.111,1609,806,FALSE
"17236",2016-08-15 06:04:00,6.9,0.16,8.34,752,214,0.023,0.113,1656,810,FALSE
"17237",2016-08-15 06:05:00,6.9,0.16,8.34,752,214,0.023,0.113,1644,805,FALSE
"17238",2016-08-15 06:06:00,6.9,0.16,8.34,751,214,0.023,0.111,1690,810,FALSE
"17239",2016-08-15 06:07:00,6.9,0.16,8.34,751,214,0.023,0.111,1653,805,FALSE
"17240",2016-08-15 06:08:00,6.9,0.16,8.34,752,214,0.023,0.111,1643,812,FALSE
"17241",2016-08-15 06:09:00,6.9,0.16,8.34,752,214,0.023,0.111,1638,821,FALSE
"17242",2016-08-15 06:10:00,6.9,0.16,8.34,751,214,0.023,0.111,1656,814,FALSE
"17243",2016-08-15 06:11:00,6.9,0.16,8.34,751,214,0.023,0.113,1660,806,FALSE
"17244",2016-08-15 06:12:00,7,0.16,8.34,751,214,0.023,0.111,1634,811,FALSE
"17245",2016-08-15 06:13:00,6.9,0.16,8.34,751,214,0.023,0.111,1655,810,FALSE
"17246",2016-08-15 06:14:00,6.9,0.16,8.35,751,214,0.023,0.111,1614,811,FALSE
"17247",2016-08-15 06:15:00,6.9,0.16,8.34,751,214,0.023,0.111,1605,811,FALSE
"17248",2016-08-15 06:16:00,6.9,0.16,8.34,751,214,0.023,0.111,1637,814,FALSE
"17249",2016-08-15 06:17:00,7,0.16,8.34,751,214,0.023,0.111,1621,811,FALSE
"17250",2016-08-15 06:18:00,6.9,0.16,8.35,751,214,0.023,0.111,1620,811,FALSE
"17251",2016-08-15 06:19:00,7,0.15,8.35,751,214,0.023,0.111,1593,809,FALSE
"17252",2016-08-15 06:20:00,7,0.15,8.35,751,214,0.023,0.108,1631,814,FALSE
"17253",2016-08-15 06:21:00,7,0.15,8.35,751,214,0.023,0.109,1601,806,FALSE
"17254",2016-08-15 06:22:00,7,0.15,8.35,751,214,0.023,0.109,1634,809,FALSE
"17255",2016-08-15 06:23:00,7,0.15,8.36,751,214,0.023,0.109,1665,817,FALSE
"17256",2016-08-15 06:24:00,6.9,0.15,8.35,751,214,0.023,0.109,1627,814,FALSE
"17257",2016-08-15 06:25:00,7,0.15,8.36,751,214,0.023,0.109,1633,814,FALSE
"17258",2016-08-15 06:26:00,7,0.15,8.35,751,214,0.023,0.109,1634,810,FALSE
"17259",2016-08-15 06:27:00,7,0.16,8.36,751,214,0.023,0.108,1651,822,FALSE
"17260",2016-08-15 06:28:00,7,0.16,8.36,751,214,0.028,0.109,1584,818,FALSE
"17261",2016-08-15 06:29:00,7,0.16,8.36,751,214,0.023,0.106,1743,818,FALSE
"17262",2016-08-15 06:30:00,7,0.16,8.36,751,214,0.023,0.109,1665,815,FALSE
"17263",2016-08-15 06:31:00,7,0.16,8.36,751,214,0.023,0.108,1740,810,FALSE
"17264",2016-08-15 06:32:00,7,0.16,8.36,751,214,0.024,0.108,1656,811,FALSE
"17265",2016-08-15 06:33:00,7,0.16,8.55733536034794,727.280805155332,214,0.0303949578743681,0.108,1708,812,TRUE
"17266",2016-08-15 06:34:00,7,0.16,8.55733536034794,727.280805155332,214,0.0303949578743681,0.106,1694,814,TRUE
"17267",2016-08-15 06:35:00,7,0.16,8.55733536034794,727.280805155332,214,0.0303949578743681,0.106,1650,812,TRUE
"17268",2016-08-15 06:36:00,7,0.16,8.56733536034794,727.280805155332,214,0.0303949578743681,0.108,1701,820,TRUE
"17269",2016-08-15 06:37:00,7,0.16,8.56733536034794,727.280805155332,214,0.0303949578743681,0.108,1636,812,TRUE
"17270",2016-08-15 06:38:00,7,0.16,8.55733536034794,727.280805155332,214,0.0303949578743681,0.109,1582,809,TRUE
"17271",2016-08-15 06:39:00,7,0.16,8.56733536034794,727.280805155332,211,0.0303949578743681,0.106,1640,812,TRUE
"17272",2016-08-15 06:40:00,7,0.16,8.56733536034794,727.280805155332,214,0.0303949578743681,0.106,1611,812,TRUE
"17273",2016-08-15 06:41:00,7,0.16,8.56733536034794,727.280805155332,214,0.0313949578743681,0.106,1636,817,TRUE
"17274",2016-08-15 06:42:00,7,0.16,8.56733536034794,727.280805155332,214,0.0313949578743681,0.106,1628,818,TRUE
"17275",2016-08-15 06:43:00,7,0.16,8.56733536034794,727.280805155332,214,0.0333949578743681,0.106,1628,820,TRUE
"17276",2016-08-15 06:44:00,7,0.16,8.56733536034794,727.280805155332,214,0.0313949578743681,0.106,1620,818,TRUE
"17277",2016-08-15 06:45:00,7,0.16,8.56733536034794,727.280805155332,214,0.0303949578743681,0.106,1625,811,TRUE
"17278",2016-08-15 06:46:00,7,0.16,8.56733536034794,727.280805155332,214,0.0303949578743681,0.106,1630,812,TRUE
"17279",2016-08-15 06:47:00,7,0.16,8.56733536034794,727.280805155332,214,0.0303949578743681,0.106,1603,806,TRUE
"17280",2016-08-15 06:48:00,7,0.16,8.57733536034794,727.280805155332,214,0.0303949578743681,0.106,1620,817,TRUE
"17281",2016-08-15 06:49:00,7,0.16,8.56733536034794,727.280805155332,214,0.0303949578743681,0.106,1621,817,TRUE
"17282",2016-08-15 06:50:00,7,0.16,8.56733536034794,727.280805155332,214,0.0303949578743681,0.106,1630,810,TRUE
"17283",2016-08-15 06:51:00,7,0.16,8.37,751,214,0.024,0.106,1613,815,FALSE
"17284",2016-08-15 06:52:00,7,0.16,8.37,751,214,0.023,0.106,1619,821,FALSE
"17285",2016-08-15 06:53:00,7,0.16,8.38,751,214,0.024,0.106,1626,810,FALSE
"17286",2016-08-15 06:54:00,7,0.16,8.37,751,214,0.024,0.106,1611,814,FALSE
"17287",2016-08-15 06:55:00,7,0.16,8.38,751,214,0.03,0.106,1627,817,FALSE
"17288",2016-08-15 06:56:00,7,0.16,8.37,751,214,0.036,0.106,1638,815,FALSE
"17289",2016-08-15 06:57:00,7,0.16,8.37,751,214,0.024,0.106,1633,817,FALSE
"17290",2016-08-15 06:58:00,7,0.16,8.37,751,214,0.023,0.106,1607,820,FALSE
"17291",2016-08-15 06:59:00,7,0.15,8.37,751,214,0.023,0.106,1603,822,FALSE
"17292",2016-08-15 07:00:00,7,0.16,8.37,751,214,0.023,0.105,1630,820,FALSE
"17293",2016-08-15 07:01:00,7,0.15,8.37,750,214,0.024,0.106,1633,812,FALSE
"17294",2016-08-15 07:02:00,7,0.15,8.37,751,214,0.024,0.106,1631,818,FALSE
"17295",2016-08-15 07:03:00,7,0.16,8.37,751,214,0.024,0.106,1621,820,FALSE
"17296",2016-08-15 07:04:00,7,0.16,8.37,751,214,0.024,0.106,1598,822,FALSE
"17297",2016-08-15 07:05:00,7,0.16,8.37,751,214,0.024,0.105,1596,821,FALSE
